CYP2D6 Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*124/*146,,CYP2D6 Indeterminate,none
*124/*146x2,,CYP2D6 Indeterminate,none
*124/*147,,CYP2D6 Indeterminate,none
*124/*148,,CYP2D6 Indeterminate,none
*124/*149,,CYP2D6 Indeterminate,none
*124/*152,,CYP2D6 Indeterminate,none
*124/*153,,CYP2D6 Indeterminate,none
*124/*154,,CYP2D6 Indeterminate,none
*124/*155,,CYP2D6 Indeterminate,none
*124/*156,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*124/*157,,CYP2D6 Indeterminate,none
*124/*158,,CYP2D6 Indeterminate,none
*124/*159,,CYP2D6 Indeterminate,none
*124/*160,,CYP2D6 Indeterminate,none
*124/*161,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*124/*162,,CYP2D6 Indeterminate,none
*124/*163,,CYP2D6 Indeterminate,none
*125/*125,,CYP2D6 Indeterminate,none
*125/*126,,CYP2D6 Indeterminate,none
*125/*127,,CYP2D6 Indeterminate,none
*125/*128,,CYP2D6 Indeterminate,none
*125/*129,,CYP2D6 Indeterminate,none
*125/*130,,CYP2D6 Indeterminate,none
*125/*131,,CYP2D6 Indeterminate,none
*125/*132,,CYP2D6 Indeterminate,none
*125/*133,,CYP2D6 Indeterminate,none
*125/*134,,CYP2D6 Indeterminate,none
*125/*135,,CYP2D6 Indeterminate,none
*125/*136,,CYP2D6 Indeterminate,none
*125/*137,,CYP2D6 Indeterminate,none
*125/*138,,CYP2D6 Indeterminate,none
*125/*139,,CYP2D6 Indeterminate,none
*125/*140,,CYP2D6 Indeterminate,none
*125/*141,,CYP2D6 Indeterminate,none
*125/*142,,CYP2D6 Indeterminate,none
*125/*143,,CYP2D6 Indeterminate,none
*125/*144,,CYP2D6 Indeterminate,none
*125/*145,,CYP2D6 Indeterminate,none
*125/*146,,CYP2D6 Indeterminate,none
*125/*146x2,,CYP2D6 Indeterminate,none
*125/*147,,CYP2D6 Indeterminate,none
*125/*148,,CYP2D6 Indeterminate,none
*125/*149,,CYP2D6 Indeterminate,none
*125/*152,,CYP2D6 Indeterminate,none
*125/*153,,CYP2D6 Indeterminate,none
*125/*154,,CYP2D6 Indeterminate,none
*125/*155,,CYP2D6 Indeterminate,none
*125/*156,,CYP2D6 Indeterminate,none
*125/*157,,CYP2D6 Indeterminate,none
*125/*158,,CYP2D6 Indeterminate,none
*125/*159,,CYP2D6 Indeterminate,none
*125/*160,,CYP2D6 Indeterminate,none
*125/*161,,CYP2D6 Indeterminate,none
*125/*162,,CYP2D6 Indeterminate,none
*125/*163,,CYP2D6 Indeterminate,none
*126/*126,,CYP2D6 Indeterminate,none
*126/*127,,CYP2D6 Indeterminate,none
*126/*128,,CYP2D6 Indeterminate,none
*126/*129,,CYP2D6 Indeterminate,none
*126/*130,,CYP2D6 Indeterminate,none
*126/*131,,CYP2D6 Indeterminate,none
*126/*132,,CYP2D6 Indeterminate,none
*126/*133,,CYP2D6 Indeterminate,none
*126/*134,,CYP2D6 Indeterminate,none
*126/*135,,CYP2D6 Indeterminate,none
*126/*136,,CYP2D6 Indeterminate,none
*126/*137,,CYP2D6 Indeterminate,none
*126/*138,,CYP2D6 Indeterminate,none
*126/*139,,CYP2D6 Indeterminate,none
*126/*140,,CYP2D6 Indeterminate,none
*126/*141,,CYP2D6 Indeterminate,none
*126/*142,,CYP2D6 Indeterminate,none
*126/*143,,CYP2D6 Indeterminate,none
*126/*144,,CYP2D6 Indeterminate,none
*126/*145,,CYP2D6 Indeterminate,none
*126/*146,,CYP2D6 Indeterminate,none
*126/*146x2,,CYP2D6 Indeterminate,none
*126/*147,,CYP2D6 Indeterminate,none
*126/*148,,CYP2D6 Indeterminate,none
*126/*149,,CYP2D6 Indeterminate,none
*126/*152,,CYP2D6 Indeterminate,none
*126/*153,,CYP2D6 Indeterminate,none
*126/*154,,CYP2D6 Indeterminate,none
*126/*155,,CYP2D6 Indeterminate,none
*126/*156,,CYP2D6 Indeterminate,none
*126/*157,,CYP2D6 Indeterminate,none
*126/*158,,CYP2D6 Indeterminate,none
*126/*159,,CYP2D6 Indeterminate,none
*126/*160,,CYP2D6 Indeterminate,none
*126/*161,,CYP2D6 Indeterminate,none
*126/*162,,CYP2D6 Indeterminate,none
*126/*163,,CYP2D6 Indeterminate,none
*127/*127,,CYP2D6 Indeterminate,none
*127/*128,,CYP2D6 Indeterminate,none
*127/*129,,CYP2D6 Indeterminate,none
*127/*130,,CYP2D6 Indeterminate,none
*127/*131,,CYP2D6 Indeterminate,none
*127/*132,,CYP2D6 Indeterminate,none
*127/*133,,CYP2D6 Indeterminate,none
*127/*134,,CYP2D6 Indeterminate,none
*127/*135,,CYP2D6 Indeterminate,none
*127/*136,,CYP2D6 Indeterminate,none
*127/*137,,CYP2D6 Indeterminate,none
*127/*138,,CYP2D6 Indeterminate,none
*127/*139,,CYP2D6 Indeterminate,none
*127/*140,,CYP2D6 Indeterminate,none
*127/*141,,CYP2D6 Indeterminate,none
*127/*142,,CYP2D6 Indeterminate,none
*127/*143,,CYP2D6 Indeterminate,none
*127/*144,,CYP2D6 Indeterminate,none
*127/*145,,CYP2D6 Indeterminate,none
*127/*146,,CYP2D6 Indeterminate,none
*127/*146x2,,CYP2D6 Indeterminate,none
*127/*147,,CYP2D6 Indeterminate,none
*127/*148,,CYP2D6 Indeterminate,none
*127/*149,,CYP2D6 Indeterminate,none
*127/*152,,CYP2D6 Indeterminate,none
*127/*153,,CYP2D6 Indeterminate,none
*127/*154,,CYP2D6 Indeterminate,none
*127/*155,,CYP2D6 Indeterminate,none
*127/*156,,CYP2D6 Indeterminate,none
*127/*157,,CYP2D6 Indeterminate,none
*127/*158,,CYP2D6 Indeterminate,none
*127/*159,,CYP2D6 Indeterminate,none
*127/*160,,CYP2D6 Indeterminate,none
*127/*161,,CYP2D6 Indeterminate,none
*127/*162,,CYP2D6 Indeterminate,none
*127/*163,,CYP2D6 Indeterminate,none
*128/*128,,CYP2D6 Indeterminate,none
*128/*129,,CYP2D6 Indeterminate,none
*128/*130,,CYP2D6 Indeterminate,none
*128/*131,,CYP2D6 Indeterminate,none
*128/*132,,CYP2D6 Indeterminate,none
*128/*133,,CYP2D6 Indeterminate,none
*128/*134,,CYP2D6 Indeterminate,none
*128/*135,,CYP2D6 Indeterminate,none
*128/*136,,CYP2D6 Indeterminate,none
*128/*137,,CYP2D6 Indeterminate,none
*128/*138,,CYP2D6 Indeterminate,none
*128/*139,,CYP2D6 Indeterminate,none
*128/*140,,CYP2D6 Indeterminate,none
*128/*141,,CYP2D6 Indeterminate,none
*128/*142,,CYP2D6 Indeterminate,none
*128/*143,,CYP2D6 Indeterminate,none
*128/*144,,CYP2D6 Indeterminate,none
*128/*145,,CYP2D6 Indeterminate,none
*128/*146,,CYP2D6 Indeterminate,none
*128/*146x2,,CYP2D6 Indeterminate,none
*128/*147,,CYP2D6 Indeterminate,none
*128/*148,,CYP2D6 Indeterminate,none
*128/*149,,CYP2D6 Indeterminate,none
*128/*152,,CYP2D6 Indeterminate,none
*128/*153,,CYP2D6 Indeterminate,none
*128/*154,,CYP2D6 Indeterminate,none
*128/*155,,CYP2D6 Indeterminate,none
*128/*156,,CYP2D6 Indeterminate,none
*128/*157,,CYP2D6 Indeterminate,none
*128/*158,,CYP2D6 Indeterminate,none
*128/*159,,CYP2D6 Indeterminate,none
*128/*160,,CYP2D6 Indeterminate,none
*128/*161,,CYP2D6 Indeterminate,none
*128/*162,,CYP2D6 Indeterminate,none
*128/*163,,CYP2D6 Indeterminate,none
*129/*129,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*129/*130,,CYP2D6 Indeterminate,none
*129/*131,,CYP2D6 Indeterminate,none
*129/*132,0.25,CYP2D6 Intermediate Metabolizer,Abnormal/Priority/High Risk
*129/*133,,CYP2D6 Indeterminate,none
*129/*134,,CYP2D6 Indeterminate,none
*129/*135,,CYP2D6 Indeterminate,none
*129/*136,,CYP2D6 Indeterminate,none
*129/*137,,CYP2D6 Indeterminate,none
*129/*138,,CYP2D6 Indeterminate,none
*129/*139,,CYP2D6 Indeterminate,none
*129/*140,,CYP2D6 Indeterminate,none
*129/*141,,CYP2D6 Indeterminate,none
*129/*142,,CYP2D6 Indeterminate,none
*129/*143,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*129/*144,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*129/*145,,CYP2D6 Indeterminate,none
*129/*146,,CYP2D6 Indeterminate,none
*129/*146x2,,CYP2D6 Indeterminate,none
*129/*147,,CYP2D6 Indeterminate,none
*129/*148,,CYP2D6 Indeterminate,none
*129/*149,,CYP2D6 Indeterminate,none
*129/*152,,CYP2D6 Indeterminate,none
*129/*153,,CYP2D6 Indeterminate,none
*129/*154,,CYP2D6 Indeterminate,none
*129/*155,,CYP2D6 Indeterminate,none
*129/*156,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*129/*157,,CYP2D6 Indeterminate,none
*129/*158,,CYP2D6 Indeterminate,none
*129/*159,,CYP2D6 Indeterminate,none
*129/*160,,CYP2D6 Indeterminate,none
*129/*161,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*129/*162,,CYP2D6 Indeterminate,none
*129/*163,,CYP2D6 Indeterminate,none
*130/*130,,CYP2D6 Indeterminate,none
*130/*131,,CYP2D6 Indeterminate,none
*130/*132,,CYP2D6 Indeterminate,none
*130/*133,,CYP2D6 Indeterminate,none
*130/*134,,CYP2D6 Indeterminate,none
*130/*135,,CYP2D6 Indeterminate,none
*130/*136,,CYP2D6 Indeterminate,none
*130/*137,,CYP2D6 Indeterminate,none
*130/*138,,CYP2D6 Indeterminate,none
*130/*139,,CYP2D6 Indeterminate,none
*130/*140,,CYP2D6 Indeterminate,none
*130/*141,,CYP2D6 Indeterminate,none
*130/*142,,CYP2D6 Indeterminate,none
*130/*143,,CYP2D6 Indeterminate,none
*130/*144,,CYP2D6 Indeterminate,none
*130/*145,,CYP2D6 Indeterminate,none
*130/*146,,CYP2D6 Indeterminate,none
*130/*146x2,,CYP2D6 Indeterminate,none
*130/*147,,CYP2D6 Indeterminate,none
*130/*148,,CYP2D6 Indeterminate,none
*130/*149,,CYP2D6 Indeterminate,none
*130/*152,,CYP2D6 Indeterminate,none
*130/*153,,CYP2D6 Indeterminate,none
*130/*154,,CYP2D6 Indeterminate,none
*130/*155,,CYP2D6 Indeterminate,none
*130/*156,,CYP2D6 Indeterminate,none
*130/*157,,CYP2D6 Indeterminate,none
*130/*158,,CYP2D6 Indeterminate,none
*130/*159,,CYP2D6 Indeterminate,none
*130/*160,,CYP2D6 Indeterminate,none
*130/*161,,CYP2D6 Indeterminate,none
*130/*162,,CYP2D6 Indeterminate,none
*130/*163,,CYP2D6 Indeterminate,none
*131/*131,,CYP2D6 Indeterminate,none
*131/*132,,CYP2D6 Indeterminate,none
*131/*133,,CYP2D6 Indeterminate,none
*131/*134,,CYP2D6 Indeterminate,none
*131/*135,,CYP2D6 Indeterminate,none
*131/*136,,CYP2D6 Indeterminate,none
*131/*137,,CYP2D6 Indeterminate,none
*131/*138,,CYP2D6 Indeterminate,none
*131/*139,,CYP2D6 Indeterminate,none
*131/*140,,CYP2D6 Indeterminate,none
*131/*141,,CYP2D6 Indeterminate,none
*131/*142,,CYP2D6 Indeterminate,none
*131/*143,,CYP2D6 Indeterminate,none
*131/*144,,CYP2D6 Indeterminate,none
*131/*145,,CYP2D6 Indeterminate,none
*131/*146,,CYP2D6 Indeterminate,none
*131/*146x2,,CYP2D6 Indeterminate,none
*131/*147,,CYP2D6 Indeterminate,none
*131/*148,,CYP2D6 Indeterminate,none
*131/*149,,CYP2D6 Indeterminate,none
*131/*152,,CYP2D6 Indeterminate,none
*131/*153,,CYP2D6 Indeterminate,none
*131/*154,,CYP2D6 Indeterminate,none
*131/*155,,CYP2D6 Indeterminate,none
*131/*156,,CYP2D6 Indeterminate,none
*131/*157,,CYP2D6 Indeterminate,none
*131/*158,,CYP2D6 Indeterminate,none
*131/*159,,CYP2D6 Indeterminate,none
*131/*160,,CYP2D6 Indeterminate,none
*131/*161,,CYP2D6 Indeterminate,none
*131/*162,,CYP2D6 Indeterminate,none
*131/*163,,CYP2D6 Indeterminate,none
*132/*132,0.5,CYP2D6 Intermediate Metabolizer,Abnormal/Priority/High Risk
*132/*133,,CYP2D6 Indeterminate,none
*132/*134,,CYP2D6 Indeterminate,none
*132/*135,,CYP2D6 Indeterminate,none
*132/*136,,CYP2D6 Indeterminate,none
*132/*137,,CYP2D6 Indeterminate,none
*132/*138,,CYP2D6 Indeterminate,none
*132/*139,,CYP2D6 Indeterminate,none
*132/*140,,CYP2D6 Indeterminate,none
*132/*141,,CYP2D6 Indeterminate,none
*132/*142,,CYP2D6 Indeterminate,none
*132/*143,0.25,CYP2D6 Intermediate Metabolizer,Abnormal/Priority/High Risk
*132/*144,0.25,CYP2D6 Intermediate Metabolizer,Abnormal/Priority/High Risk
*132/*145,,CYP2D6 Indeterminate,none
*132/*146,,CYP2D6 Indeterminate,none
*132/*146x2,,CYP2D6 Indeterminate,none
*132/*147,,CYP2D6 Indeterminate,none
*132/*148,,CYP2D6 Indeterminate,none
*132/*149,,CYP2D6 Indeterminate,none
*132/*152,,CYP2D6 Indeterminate,none
*132/*153,,CYP2D6 Indeterminate,none
*132/*154,,CYP2D6 Indeterminate,none
*132/*155,,CYP2D6 Indeterminate,none
*132/*156,0.25,CYP2D6 Intermediate Metabolizer,Abnormal/Priority/High Risk
*132/*157,,CYP2D6 Indeterminate,none
*132/*158,,CYP2D6 Indeterminate,none
*132/*159,,CYP2D6 Indeterminate,none
*132/*160,,CYP2D6 Indeterminate,none
*132/*161,0.25,CYP2D6 Intermediate Metabolizer,Abnormal/Priority/High Risk
*132/*162,,CYP2D6 Indeterminate,none
*132/*163,,CYP2D6 Indeterminate,none
*133/*133,,CYP2D6 Indeterminate,none
*133/*134,,CYP2D6 Indeterminate,none
*133/*135,,CYP2D6 Indeterminate,none
*133/*136,,CYP2D6 Indeterminate,none
*133/*137,,CYP2D6 Indeterminate,none
*133/*138,,CYP2D6 Indeterminate,none
*133/*139,,CYP2D6 Indeterminate,none
*133/*140,,CYP2D6 Indeterminate,none
*133/*141,,CYP2D6 Indeterminate,none
*133/*142,,CYP2D6 Indeterminate,none
*133/*143,,CYP2D6 Indeterminate,none
*133/*144,,CYP2D6 Indeterminate,none
*133/*145,,CYP2D6 Indeterminate,none
*133/*146,,CYP2D6 Indeterminate,none
*133/*146x2,,CYP2D6 Indeterminate,none
*133/*147,,CYP2D6 Indeterminate,none
*133/*148,,CYP2D6 Indeterminate,none
*133/*149,,CYP2D6 Indeterminate,none
*133/*152,,CYP2D6 Indeterminate,none
*133/*153,,CYP2D6 Indeterminate,none
*133/*154,,CYP2D6 Indeterminate,none
*133/*155,,CYP2D6 Indeterminate,none
*133/*156,,CYP2D6 Indeterminate,none
*133/*157,,CYP2D6 Indeterminate,none
*133/*158,,CYP2D6 Indeterminate,none
*133/*159,,CYP2D6 Indeterminate,none
*133/*160,,CYP2D6 Indeterminate,none
*133/*161,,CYP2D6 Indeterminate,none
*133/*162,,CYP2D6 Indeterminate,none
*133/*163,,CYP2D6 Indeterminate,none
*134/*134,,CYP2D6 Indeterminate,none
*134/*135,,CYP2D6 Indeterminate,none
*134/*136,,CYP2D6 Indeterminate,none
*134/*137,,CYP2D6 Indeterminate,none
*134/*138,,CYP2D6 Indeterminate,none
*134/*139,,CYP2D6 Indeterminate,none
*134/*140,,CYP2D6 Indeterminate,none
*134/*141,,CYP2D6 Indeterminate,none
*134/*142,,CYP2D6 Indeterminate,none
*134/*143,,CYP2D6 Indeterminate,none
*134/*144,,CYP2D6 Indeterminate,none
*134/*145,,CYP2D6 Indeterminate,none
*134/*146,,CYP2D6 Indeterminate,none
*134/*146x2,,CYP2D6 Indeterminate,none
*134/*147,,CYP2D6 Indeterminate,none
*134/*148,,CYP2D6 Indeterminate,none
*134/*149,,CYP2D6 Indeterminate,none
*134/*152,,CYP2D6 Indeterminate,none
*134/*153,,CYP2D6 Indeterminate,none
*134/*154,,CYP2D6 Indeterminate,none
*134/*155,,CYP2D6 Indeterminate,none
*134/*156,,CYP2D6 Indeterminate,none
*134/*157,,CYP2D6 Indeterminate,none
*134/*158,,CYP2D6 Indeterminate,none
*134/*159,,CYP2D6 Indeterminate,none
*134/*160,,CYP2D6 Indeterminate,none
*134/*161,,CYP2D6 Indeterminate,none
*134/*162,,CYP2D6 Indeterminate,none
*134/*163,,CYP2D6 Indeterminate,none
*135/*135,,CYP2D6 Indeterminate,none
*135/*136,,CYP2D6 Indeterminate,none
*135/*137,,CYP2D6 Indeterminate,none
*135/*138,,CYP2D6 Indeterminate,none
*135/*139,,CYP2D6 Indeterminate,none
*135/*140,,CYP2D6 Indeterminate,none
*135/*141,,CYP2D6 Indeterminate,none
*135/*142,,CYP2D6 Indeterminate,none
*135/*143,,CYP2D6 Indeterminate,none
*135/*144,,CYP2D6 Indeterminate,none
*135/*145,,CYP2D6 Indeterminate,none
*135/*146,,CYP2D6 Indeterminate,none
*135/*146x2,,CYP2D6 Indeterminate,none
*135/*147,,CYP2D6 Indeterminate,none
*135/*148,,CYP2D6 Indeterminate,none
*135/*149,,CYP2D6 Indeterminate,none
*135/*152,,CYP2D6 Indeterminate,none
*135/*153,,CYP2D6 Indeterminate,none
*135/*154,,CYP2D6 Indeterminate,none
*135/*155,,CYP2D6 Indeterminate,none
*135/*156,,CYP2D6 Indeterminate,none
*135/*157,,CYP2D6 Indeterminate,none
*135/*158,,CYP2D6 Indeterminate,none
*135/*159,,CYP2D6 Indeterminate,none
*135/*160,,CYP2D6 Indeterminate,none
*135/*161,,CYP2D6 Indeterminate,none
*135/*162,,CYP2D6 Indeterminate,none
*135/*163,,CYP2D6 Indeterminate,none
*136/*136,,CYP2D6 Indeterminate,none
*136/*137,,CYP2D6 Indeterminate,none
*136/*138,,CYP2D6 Indeterminate,none
*136/*139,,CYP2D6 Indeterminate,none
*136/*140,,CYP2D6 Indeterminate,none
*136/*141,,CYP2D6 Indeterminate,none
*136/*142,,CYP2D6 Indeterminate,none
*136/*143,,CYP2D6 Indeterminate,none
*136/*144,,CYP2D6 Indeterminate,none
*136/*145,,CYP2D6 Indeterminate,none
*136/*146,,CYP2D6 Indeterminate,none
*136/*146x2,,CYP2D6 Indeterminate,none
*136/*147,,CYP2D6 Indeterminate,none
*136/*148,,CYP2D6 Indeterminate,none
*136/*149,,CYP2D6 Indeterminate,none
*136/*152,,CYP2D6 Indeterminate,none
*136/*153,,CYP2D6 Indeterminate,none
*136/*154,,CYP2D6 Indeterminate,none
*136/*155,,CYP2D6 Indeterminate,none
*136/*156,,CYP2D6 Indeterminate,none
*136/*157,,CYP2D6 Indeterminate,none
*136/*158,,CYP2D6 Indeterminate,none
*136/*159,,CYP2D6 Indeterminate,none
*136/*160,,CYP2D6 Indeterminate,none
*136/*161,,CYP2D6 Indeterminate,none
*136/*162,,CYP2D6 Indeterminate,none
*136/*163,,CYP2D6 Indeterminate,none
*137/*137,,CYP2D6 Indeterminate,none
*137/*138,,CYP2D6 Indeterminate,none
*137/*139,,CYP2D6 Indeterminate,none
*137/*140,,CYP2D6 Indeterminate,none
*137/*141,,CYP2D6 Indeterminate,none
*137/*142,,CYP2D6 Indeterminate,none
*137/*143,,CYP2D6 Indeterminate,none
*137/*144,,CYP2D6 Indeterminate,none
*137/*145,,CYP2D6 Indeterminate,none
*137/*146,,CYP2D6 Indeterminate,none
*137/*146x2,,CYP2D6 Indeterminate,none
*137/*147,,CYP2D6 Indeterminate,none
*137/*148,,CYP2D6 Indeterminate,none
*137/*149,,CYP2D6 Indeterminate,none
*137/*152,,CYP2D6 Indeterminate,none
*137/*153,,CYP2D6 Indeterminate,none
*137/*154,,CYP2D6 Indeterminate,none
*137/*155,,CYP2D6 Indeterminate,none
*137/*156,,CYP2D6 Indeterminate,none
*137/*157,,CYP2D6 Indeterminate,none
*137/*158,,CYP2D6 Indeterminate,none
*137/*159,,CYP2D6 Indeterminate,none
*137/*160,,CYP2D6 Indeterminate,none
*137/*161,,CYP2D6 Indeterminate,none
*137/*162,,CYP2D6 Indeterminate,none
*137/*163,,CYP2D6 Indeterminate,none
*138/*138,,CYP2D6 Indeterminate,none
*138/*139,,CYP2D6 Indeterminate,none
*138/*140,,CYP2D6 Indeterminate,none
*138/*141,,CYP2D6 Indeterminate,none
*138/*142,,CYP2D6 Indeterminate,none
*138/*143,,CYP2D6 Indeterminate,none
*138/*144,,CYP2D6 Indeterminate,none
*138/*145,,CYP2D6 Indeterminate,none
*138/*146,,CYP2D6 Indeterminate,none
*138/*146x2,,CYP2D6 Indeterminate,none
*138/*147,,CYP2D6 Indeterminate,none
*138/*148,,CYP2D6 Indeterminate,none
*138/*149,,CYP2D6 Indeterminate,none
*138/*152,,CYP2D6 Indeterminate,none
*138/*153,,CYP2D6 Indeterminate,none
*138/*154,,CYP2D6 Indeterminate,none
*138/*155,,CYP2D6 Indeterminate,none
*138/*156,,CYP2D6 Indeterminate,none
*138/*157,,CYP2D6 Indeterminate,none
*138/*158,,CYP2D6 Indeterminate,none
*138/*159,,CYP2D6 Indeterminate,none
*138/*160,,CYP2D6 Indeterminate,none
*138/*161,,CYP2D6 Indeterminate,none
*138/*162,,CYP2D6 Indeterminate,none
*138/*163,,CYP2D6 Indeterminate,none
*139/*139,,CYP2D6 Indeterminate,none
*139/*140,,CYP2D6 Indeterminate,none
*139/*141,,CYP2D6 Indeterminate,none
*139/*142,,CYP2D6 Indeterminate,none
*139/*143,,CYP2D6 Indeterminate,none
*139/*144,,CYP2D6 Indeterminate,none
*139/*145,,CYP2D6 Indeterminate,none
*139/*146,,CYP2D6 Indeterminate,none
*139/*146x2,,CYP2D6 Indeterminate,none
*139/*147,,CYP2D6 Indeterminate,none
*139/*148,,CYP2D6 Indeterminate,none
*139/*149,,CYP2D6 Indeterminate,none
*139/*152,,CYP2D6 Indeterminate,none
*139/*153,,CYP2D6 Indeterminate,none
*139/*154,,CYP2D6 Indeterminate,none
*139/*155,,CYP2D6 Indeterminate,none
*139/*156,,CYP2D6 Indeterminate,none
*139/*157,,CYP2D6 Indeterminate,none
*139/*158,,CYP2D6 Indeterminate,none
*139/*159,,CYP2D6 Indeterminate,none
*139/*160,,CYP2D6 Indeterminate,none
*139/*161,,CYP2D6 Indeterminate,none
*139/*162,,CYP2D6 Indeterminate,none
*139/*163,,CYP2D6 Indeterminate,none
*140/*140,,CYP2D6 Indeterminate,none
*140/*141,,CYP2D6 Indeterminate,none
*140/*142,,CYP2D6 Indeterminate,none
*140/*143,,CYP2D6 Indeterminate,none
*140/*144,,CYP2D6 Indeterminate,none
*140/*145,,CYP2D6 Indeterminate,none
*140/*146,,CYP2D6 Indeterminate,none
*140/*146x2,,CYP2D6 Indeterminate,none
*140/*147,,CYP2D6 Indeterminate,none
*140/*148,,CYP2D6 Indeterminate,none
*140/*149,,CYP2D6 Indeterminate,none
*140/*152,,CYP2D6 Indeterminate,none
*140/*153,,CYP2D6 Indeterminate,none
*140/*154,,CYP2D6 Indeterminate,none
*140/*155,,CYP2D6 Indeterminate,none
*140/*156,,CYP2D6 Indeterminate,none
*140/*157,,CYP2D6 Indeterminate,none
*140/*158,,CYP2D6 Indeterminate,none
*140/*159,,CYP2D6 Indeterminate,none
*140/*160,,CYP2D6 Indeterminate,none
*140/*161,,CYP2D6 Indeterminate,none
*140/*162,,CYP2D6 Indeterminate,none
*140/*163,,CYP2D6 Indeterminate,none
*141/*141,,CYP2D6 Indeterminate,none
*141/*142,,CYP2D6 Indeterminate,none
*141/*143,,CYP2D6 Indeterminate,none
*141/*144,,CYP2D6 Indeterminate,none
*141/*145,,CYP2D6 Indeterminate,none
*141/*146,,CYP2D6 Indeterminate,none
*141/*146x2,,CYP2D6 Indeterminate,none
*141/*147,,CYP2D6 Indeterminate,none
*141/*148,,CYP2D6 Indeterminate,none
*141/*149,,CYP2D6 Indeterminate,none
*141/*152,,CYP2D6 Indeterminate,none
*141/*153,,CYP2D6 Indeterminate,none
*141/*154,,CYP2D6 Indeterminate,none
*141/*155,,CYP2D6 Indeterminate,none
*141/*156,,CYP2D6 Indeterminate,none
*141/*157,,CYP2D6 Indeterminate,none
*141/*158,,CYP2D6 Indeterminate,none
*141/*159,,CYP2D6 Indeterminate,none
*141/*160,,CYP2D6 Indeterminate,none
*141/*161,,CYP2D6 Indeterminate,none
*141/*162,,CYP2D6 Indeterminate,none
*141/*163,,CYP2D6 Indeterminate,none
*142/*142,,CYP2D6 Indeterminate,none
*142/*143,,CYP2D6 Indeterminate,none
*142/*144,,CYP2D6 Indeterminate,none
*142/*145,,CYP2D6 Indeterminate,none
*142/*146,,CYP2D6 Indeterminate,none
*142/*146x2,,CYP2D6 Indeterminate,none
*142/*147,,CYP2D6 Indeterminate,none
*142/*148,,CYP2D6 Indeterminate,none
*142/*149,,CYP2D6 Indeterminate,none
*142/*152,,CYP2D6 Indeterminate,none
*142/*153,,CYP2D6 Indeterminate,none
*142/*154,,CYP2D6 Indeterminate,none
*142/*155,,CYP2D6 Indeterminate,none
*142/*156,,CYP2D6 Indeterminate,none
*142/*157,,CYP2D6 Indeterminate,none
*142/*158,,CYP2D6 Indeterminate,none
*142/*159,,CYP2D6 Indeterminate,none
*142/*160,,CYP2D6 Indeterminate,none
*142/*161,,CYP2D6 Indeterminate,none
*142/*162,,CYP2D6 Indeterminate,none
*142/*163,,CYP2D6 Indeterminate,none
*143/*143,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*143/*144,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*143/*145,,CYP2D6 Indeterminate,none
*143/*146,,CYP2D6 Indeterminate,none
*143/*146x2,,CYP2D6 Indeterminate,none
*143/*147,,CYP2D6 Indeterminate,none
*143/*148,,CYP2D6 Indeterminate,none
*143/*149,,CYP2D6 Indeterminate,none
*143/*152,,CYP2D6 Indeterminate,none
*143/*153,,CYP2D6 Indeterminate,none
*143/*154,,CYP2D6 Indeterminate,none
*143/*155,,CYP2D6 Indeterminate,none
*143/*156,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*143/*157,,CYP2D6 Indeterminate,none
*143/*158,,CYP2D6 Indeterminate,none
*143/*159,,CYP2D6 Indeterminate,none
*143/*160,,CYP2D6 Indeterminate,none
*143/*161,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*143/*162,,CYP2D6 Indeterminate,none
*143/*163,,CYP2D6 Indeterminate,none
*144/*144,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*144/*145,,CYP2D6 Indeterminate,none
*144/*146,,CYP2D6 Indeterminate,none
*144/*146x2,,CYP2D6 Indeterminate,none
*144/*147,,CYP2D6 Indeterminate,none
*144/*148,,CYP2D6 Indeterminate,none
*144/*149,,CYP2D6 Indeterminate,none
*144/*152,,CYP2D6 Indeterminate,none
*144/*153,,CYP2D6 Indeterminate,none
*144/*154,,CYP2D6 Indeterminate,none
*144/*155,,CYP2D6 Indeterminate,none
*144/*156,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*144/*157,,CYP2D6 Indeterminate,none
*144/*158,,CYP2D6 Indeterminate,none
*144/*159,,CYP2D6 Indeterminate,none
*144/*160,,CYP2D6 Indeterminate,none
*144/*161,0.0,CYP2D6 Poor Metabolizer,Abnormal/Priority/High Risk
*144/*162,,CYP2D6 Indeterminate,none
*144/*163,,CYP2D6 Indeterminate,none
